，,w,x
同學,n,per
也,d,x
喜歡,v,x
小方,nr,per
。,w,x
,,x
公園,n,obj
裡,f,x
，,w,x
大樹,n,obj
高,a,x
，,w,x
花兒,n,obj
美,a,x
，,w,x
還有,v,x
漂亮,a,x
的,u,x
草地,n,obj
。,w,x
,,
樹,n,obj
很,d,x
高,a,x
，,w,x
我們,r,per
不要,d,x
爬,v,x
上去,v,x
。,w,x
,,
花,n,obj
很,d,x
美,a,x
，,w,x
我們,r,per
不要,d,x
摘,v,x
下來,v,x
。,w,x
,,
草地,n,obj
很,d,x
漂亮,a,x
，,w,x
我們,r,per
不要,d,x
去,v,x
踩,v,x
它,r,obj
。,w,x
,,
明天,t,time
是,vshi,x
小方,nr,per
的,u,x
生日,n,obj
，,w,x
小方,nr,per
打電話,v,x
給,v,x
小亮,nr,per
。,w,x
,,
小方,nr,per
說,v,x
：,w,x
「,w,x
小亮,nr,per
，,w,x
明天,t,time
是,vshi,x
我,r,per
生日,n,obj
，,w,x
請,v,x
你,r,per
來,v,x
我家,r,place
好,a,x
嗎,y,x
？,w,x
」,w,x
,,x
小亮,nr,per
說,v,x
：,w,x
「,w,x
好,a,x
啊,y,x
！,w,x
我,r,per
會,v,x
唱歌,v,x
給,p,x
你,r,per
聽,v,x
。,w,x
」,w,x
,,
小方,nr,per
說,v,x
：,w,x
「,w,x
你,r,per
要,v,x
唱,v,x
什麼,r,x
歌,n,x
？,w,x
」,w,x
,,
小亮,nr,per
說,v,x
：,w,x
「,w,x
我,r,per
明天,t,time
再,d,x
告訴,v,x
你,r,per
。,w,x
」,w,x
,,
小方,nr,per
說,v,x
：,w,x
「,w,x
好,a,x
啊,y,x
！,w,x
你,r,per
明天,t,time
一定,d,x
要,v,x
來,v,x
！,w,x
」,w,x
,,
小鳥,n,per
小鳥,n,per
愛,v,x
唱歌,v,x
，,w,x
你,r,per
的,u,x
歌兒,n,obj
真,d,x
好聽,a,x
，,w,x
你,r,per
唱,v,x
的,u,x
是,vshi,x
什麼,r,x
歌,n,x
？,w,x
請,v,x
你,r,per
告訴,v,x
我,r,x
。,w,x
,,
小鳥,n,per
小鳥,n,per
愛,v,x
唱歌,v,x
，,w,x
你,r,per
的,u,x
歌兒,n,obj
真,d,x
好聽,a,x
，,w,x
請,v,x
你,r,per
和,c,x
我,r,per
一起,d,x
唱歌,v,x
，,w,x
你,r,per
說,v,x
好,a,x
不,d,x
好,a,x
？,w,x
,,
坐,v,x
火車,n,obj
，,w,x
過,v,x
山洞,n,obj
，,w,x
山洞,n,obj
長,a,x
又,d,x
長,a,x
，,w,x
妹妹,n,per
學,v,x
數數兒,n,obj
，,w,x
看看,v,x
數,n,x
到,v,x
幾,m,x
，,w,x
山洞,n,obj
才,d,x
過,v,x
完,v,x
。,w,x
,,
坐,v,x
火車,n,obj
，,w,x
過,v,x
山洞,n,obj
，,w,x
山洞,n,obj
多,a,x
又,d,x
多,a,x
，,w,x
過,v,x
了,y,x
一個,m,x
又,d,x
一個,m,x
，,w,x
妹妹,n,per
數,v,x
不,d,x
完,v,x
，,w,x
數著數著,d,x
睡,v,x
著,v,x
了,y,x
。,w,x
,,
我家,n,place
有,vyou,x
一個,m,x
小院子,n,obj
，,w,x
媽媽,n,per
在,p,x
院子,n,place
裡,f,x
掃地,v,x
，,w,x
爸爸,n,per
在,p,x
院子,n,place
裡,f,x
澆,v,x
花,n,obj
，,w,x
我,r,per
在,p,x
院子,n,place
裡,f,x
拍,v,x
皮球,n,obj
。,w,x
,,
我家,n,place
有,vyou,x
一個,m,x
小院子,n,obj
，,w,x
小狗,n,per
在,p,x
院子,n,place
裡,f,x
追,v,x
小,a,x
貓,n,per
，,w,x
小貓,n,per
一,d,x
跳,v,x
，,w,x
跳,v,x
到,v,x
大樹,n,obj
上,f,x
。,w,x
,,
小方,nr,per
趕,v,x
了,y,x
十,m,x
頭,q,x
牛,n,obj
在,p,x
路上,s,place
走,v,x
。,w,x
他,r,per
怕,v,x
少,a,x
了,y,x
牛,n,obj
，,w,x
一面,d,x
走,v,x
，,w,x
一,m,x
面,q,x
數,n,x
：,w,x
「,w,x
一二,m,x
三四五六七八九十,m,x
。,w,x
」,w,x
,,
走,v,x
啊,y,x
走,v,x
，,w,x
小方,n,per
走,v,x
累,a,x
了,y,x
。,w,x
,,x
他,r,per
騎,v,x
上,v,x
了,y,x
一,m,x
頭,q,x
牛,n,obj
，,w,x
又,d,x
數,v,x
著,v,x
：,w,x
「,w,x
一二,m,x
三四五六七八九,m,x
。,w,x
啊,y,x
！,w,x
少,v,x
了,y,x
一,m,x
頭,q,x
牛,n,obj
。,w,x
」,w,x
,,
小方,nr,per
連忙,d,x
跳,v,x
下來,v,x
，,w,x
再,d,x
數,v,x
一,m,x
數,n,x
：,w,x
「,w,x
一二,m,x
三四五六七八九十,m,x
。,w,x
」,w,x
,,
一點兒,m,x
也,d,x
不錯,a,x
。,w,x
,,
他,r,per
又,d,x
騎,v,x
上,v,x
牛,n,obj
，,w,x
數,v,x
著,v,x
：,w,x
「,w,x
一二,m,x
三四五六七八九,m,x
。,w,x
」,w,x
,,
怎麼,r,x
又,d,x
少,v,x
了,y,x
一頭,m,x
？,w,x
,,
泰國,ns,place
有,vyou,x
很多,m,x
大象,n,obj
。,w,x
,,
李爺爺,nr,per
家,n,x
有,vyou,x
三,m,x
頭,q,x
大象,n,obj
，,w,x
爸爸,n,per
帶,v,x
我,r,per
去,v,x
李爺爺,nr,per
家,n,x
看,v,x
大象,n,obj
。,w,x
,,
我,r,per
看到,v,x
大象,n,per
有,vyou,x
一,m,x
條,q,x
長長的,a,x
鼻子,n,obj
，,w,x
有,vyou,x
兩,m,x
隻,q,x
大大的,a,x
耳朵,n,obj
，,w,x
還有,v,x
四,m,x
隻,q,x
粗粗的,a,x
腿,n,obj
。,w,x
,,
大象,n,per
又,d,x
高,a,x
又,d,x
大,a,x
，,w,x
我,r,x
喜歡,v,x
大象,n,per
。,w,x
,,
今天,t,time
老師,n,per
說,v,x
了,y,x
一個,m,x
笑話,n,obj
。,w,x
,,
有,vyou,x
一個,m,x
人,n,x
向,p,x
畫家,n,per
要,v,x
一,m,x
張,q,x
畫,n,obj
，,w,x
,,
畫家,n,per
送,v,x
他,r,per
一,m,x
張,q,x
白紙,n,obj
。,w,x
,,
那個,r,x
人,n,x
問,v,x
：,w,x
「,w,x
你,r,per
畫,v,x
的,u,x
是,vshi,x
什麼,r,x
？,w,x
」,w,x
,,x
畫家,n,per
說,v,x
：,w,x
「,w,x
我,r,per
畫,v,x
一,m,x
頭,q,x
牛,n,per
在,p,x
吃,v,x
草,n,obj
。,w,x
」,w,x
,,x
那,r,x
人,n,x
問,v,x
：,w,x
「,w,x
草,n,obj
在,v,x
哪裡,r,x
？,w,x
」,w,x
,,x
畫家,n,per
說,v,x
：,w,x
「,w,x
草,n,obj
被,p,x
牛,n,per
吃,v,x
了,y,x
。,w,x
」,w,x
,,
那個,r,x
人,n,x
又,d,x
問,v,x
：,w,x
「,w,x
牛,n,per
在,v,x
哪裡,r,x
？,w,x
」,w,x
,,
畫家,n,per
回答,v,x
：,w,x
「,w,x
牛,n,per
吃,v,x
了,y,x
草,n,obj
，,w,x
就,d,x
回家,v,x
了,y,x
。,w,x
」,w,x
老師,n,per
說,v,x
完,v,x
笑話,n,obj
，,w,x
大家,r,per
都,d,x
笑,v,x
了,y,x
。,w,x
,,
我,r,per
做,v,x
一,m,x
條,q,x
船,n,obj
，,w,x
送給,v,x
姐姐,n,per
坐,v,x
，,w,x
姐姐,n,per
要,v,x
去,v,x
看,v,x
外婆,n,per
。,w,x
,,x
我,r,per
做,v,x
一,m,x
條,q,x
船,n,obj
，,w,x
送給,v,x
哥哥,n,per
坐,v,x
，,w,x
哥哥,n,per
出海,v,x
去,v,x
打魚,v,x
。,w,x
,,x
我,r,per
做,v,x
一,m,x
條,q,x
船,n,obj
，,w,x
送給,v,x
弟弟,n,per
坐,v,x
，,w,x
弟弟,n,per
，,w,x
弟弟,n,x
！,w,x
,,
你,r,per
要,v,x
到,v,x
哪裡,r,x
？,w,x
,,
媽媽,n,per
教,v,x
小方,nr,per
寫字,v,x
。,w,x
,,
媽媽,n,per
說,v,x
：,w,x
,,
寫字,v,x
要,v,x
用心,a,x
，,w,x
,,
身體,n,obj
要,v,x
坐,v,x
正,a,x
，,w,x
,,
兩手,m,x
要,v,x
放,v,x
好,a,x
，,w,x
,,
一,m,x
筆,q,x
一,m,x
筆,q,x
的,u,x
寫,n,x
，,w,x
就,d,x
能,v,x
寫,v,x
得,u,x
很漂亮,a,x
。,w,x
,,
開學,v,x
了,y,x
，,w,x
我們,r,per
走,v,x
進,v,x
學校,n,place
，,w,x
看到,v,x
同學,n,per
都,d,x
長,v,x
高,a,x
了,y,x
。,w,x
,,
大家,r,per
相見,v,x
真,d,x
開心,a,x
。,w,x
,,
上課,v,x
了,y,x
，,w,x
老師,n,per
教,v,x
我們,r,per
讀書,v,x
，,w,x
老師,n,per
教,v,x
我們,r,per
寫字,v,x
，,w,x
上學,v,x
真,d,x
快樂,a,x
。,w,x
,,
下課,v,x
了,y,x
，,w,x
我,r,per
和,c,x
同學,n,per
一起,d,x
打球,v,x
，,w,x
我,r,per
和,c,x
同學,n,per
一起,s,x
玩耍,v,x
，,w,x
上學,v,x
真,d,x
快樂,a,x
。,w,x
,,
星期天的下午,t,time
，,w,x
媽媽,n,per
帶,v,x
我,r,per
和,c,x
弟弟,n,per
去,v,x
看,v,x
大象表演,n,obj
。,w,x
,,
大象,n,per
用,p,x
鼻子,n,obj
拿,v,x
起,v,x
彩色筆,n,obj
畫圖,v,x
，,w,x
畫,v,x
了,y,x
一,m,x
座,q,x
高山,n,obj
，,w,x
山下,s,place
有,vyou,x
許多,m,x
樹,n,obj
。,w,x
,,
弟弟,n,per
看,v,x
了,y,x
說,v,x
：,w,x
「,w,x
大象,n,per
真,d,x
像,v,x
個,q,x
大畫家,n,per
。,w,x
」,w,x
,,
有的,r,x
大象,n,obj
跟,p,x
著,v,x
音樂,n,obj
跳舞,v,x
，,w,x
一邊,d,x
跳舞,v,x
，,w,x
一邊,d,x
向,p,x
大家,r,per
要,v,x
香蕉,n,obj
吃,v,x
。,w,x
,,
媽媽,n,per
買,v,x
了,y,x
香蕉,n,obj
拿給,v,x
大象,n,per
，,w,x
大象,n,per
拿,v,x
到,v,x
香蕉,n,obj
，,w,x
就,d,x
向,p,x
媽媽,n,per
點點頭,v,x
，,w,x
好像,v,x
說,v,x
：,w,x
「,w,x
謝謝,v,x
！,w,x
」,w,x
,,
大象的表演,n,obj
真,d,x
好玩,a,x
，,w,x
我,r,per
還,d,x
想,v,x
再,d,x
去,v,x
看,v,x
。,w,x
,,
夏天的晚上,t,time
，,w,x
我們,r,per
坐,v,x
在,p,x
院子,n,obj
裡,f,x
，,w,x
看,v,x
天上,s,place
的,u,x
星星,n,obj
。,w,x
小星星,n,obj
在,p,x
天空,s,place
發出,v,x
亮光,n,obj
，,w,x
真是,d,x
好看,a,x
。,w,x
,,
小星星,n,obj
，,w,x
在,p,x
遠遠的,a,x
天空,n,obj
，,w,x
一閃一閃的,a,x
，,w,x
連成,v,x
了,y,x
一,m,x
條,q,x
星河,n,obj
，,w,x
真是,d,x
美麗,a,x
。,w,x
,,
天上,s,place
的,u,x
星星,n,obj
，,w,x
一共,d,x
有,vyou,x
多少,r,x
？,w,x
我,r,per
和,c,x
弟弟,n,per
一起,d,x
數,v,x
，,w,x
一二,m,x
三四五六七八九十,m,x
，,w,x
數,n,x
來,v,x
數,v,x
去,v,x
數,v,x
不,d,x
清,a,x
！,w,x
,,
小方,nr,per
在,p,x
學校,n,place
裡,f,x
，,w,x
學會,v,x
了,y,x
很多,m,x
詞語,n,obj
，,w,x
現在,t,x
他,r,per
很,d,x
注意,v,x
聽,v,x
大家,r,per
說,v,x
的,u,x
話,n,obj
。,w,x
,,
他,r,per
聽到,v,x
媽媽,n,per
說,v,x
：,w,x
「,w,x
我,r,per
買,v,x
了,y,x
一,m,x
件,q,x
新衣服,n,x
，,w,x
很,d,x
滿意,v,x
。,w,x
」,w,x
,,
他,r,per
聽到,v,x
爸爸,n,per
說,v,x
：,w,x
「,w,x
我,r,per
做,v,x
完,v,x
一,m,x
件,q,x
事,n,obj
，,w,x
很得意,a,x
。,w,x
」,w,x
,,
他,r,per
聽到,v,x
哥哥,n,per
說,v,x
：,w,x
「,w,x
我,r,per
跟,p,x
校長,n,per
一起,d,x
照相,v,x
，,w,x
很神氣,a,x
。,w,x
」,w,x
,,
看來,v,x
，,w,x
全家人,n,per
都,d,x
很,d,x
開心,a,x
！,w,x
,,
小毛蟲,n,per
，,w,x
真可愛,a,x
。,w,x
,,
喜歡,v,x
爬,v,x
呀,y,x
爬,v,x
！,w,x
,,
爬,v,x
到,v,x
樹上,s,place
吃,v,x
葉子,n,obj
。,w,x
,,
小毛蟲,n,per
，,w,x
真可愛,a,x
。,w,x
,,
喜歡,v,x
爬,v,x
呀,y,x
爬,v,x
！,w,x
,,
爬,v,x
到,v,x
樹上,s,x
去,v,x
喝,v,x
水,n,x
。,w,x
,,
小毛蟲,n,per
，,w,x
真可愛,a,x
。,w,x
,,
又,d,x
吃,v,x
又,d,x
喝,v,x
不,d,x
偷懶,v,x
，,w,x
快快,d,x
長大,v,x
變,v,x
蝴蝶,n,obj
。,w,x
,,
變成,v,x
蝴蝶,n,obj
飛,v,x
呀,y,x
飛,v,x
，,w,x
快樂,a,x
飛,v,x
在,p,x
花園,n,place
中,f,x
。,w,x
,,
花園裡,ns,place
，,w,x
草,n,obj
綠,a,x
了,y,x
，,w,x
花,n,obj
開,v,x
了,y,x
。,w,x
,,
媽媽,n,per
說,v,x
：,w,x
「,w,x
天氣,n,obj
暖和,a,x
了,y,x
，,w,x
春天,t,time
來,v,x
了,y,x
。,w,x
」,w,x
,,
弟弟,n,per
問,v,x
媽媽,n,per
：,w,x
「,w,x
春天,t,time
在,p,x
哪裡,r,x
？,w,x
」,w,x
,,
媽媽,n,per
說,v,x
：,w,x
「,w,x
大地,n,obj
開,v,x
滿,a,x
了,y,x
花,n,obj
，,w,x
就,d,x
是,vshi,x
春天,t,time
來,v,x
了,y,x
。,w,x
」,w,x
,,
弟弟,n,per
又,d,x
問,v,x
：,w,x
「,w,x
春天,t,time
是,vshi,x
怎麼,r,x
來,v,x
的,u,x
？,w,x
是,vshi,x
坐車,v,x
來,v,x
的,u,x
？,w,x
還是,c,x
走,v,x
來,v,x
的,u,x
？,w,x
」,w,x
,,
媽媽,n,per
笑,v,x
著,v,x
對,p,x
弟弟,n,per
說,v,x
：,w,x
「,w,x
春天,t,time
不,d,x
坐,v,x
車,n,x
，,w,x
也,d,x
不,d,x
走路,v,x
，,w,x
只要,c,x
花,v,x
開,v,x
了,y,x
，,w,x
草,n,obj
綠,a,x
了,y,x
，,w,x
春天,t,time
就,d,x
來,v,x
了,y,x
。,w,x
」,w,x
,,
有,vyou,x
一,m,x
隻,q,x
愛,v,x
唱歌,v,x
的,u,x
烏鴉,n,per
，,w,x
唱,v,x
得,u,x
口渴,v,x
了,y,x
。,w,x
,,
烏鴉,n,per
正,d,x
想,v,x
找,v,x
水,n,x
喝,v,x
的,u,x
時候,n,x
，,w,x
看見,v,x
了,y,x
一個,m,x
水瓶,n,obj
，,w,x
他,r,per
很高興,a,x
。,w,x
,,
可是,c,x
再,d,x
看看,v,x
，,w,x
水瓶,n,obj
裡,f,x
只,d,x
有,vyou,x
一點點,m,x
水,n,obj
，,w,x
瓶口,n,obj
又小,a,x
，,w,x
他,r,per
喝,v,x
不,d,x
到,v,x
瓶,n,obj
裡,f,x
的,u,x
水,n,obj
。,w,x
,,
小烏鴉,n,per
，,w,x
想,v,x
出,v,x
了,y,x
一個,m,x
法子,n,obj
，,w,x
他,r,per
把,p,x
許多,m,x
小石子,n,obj
，,w,x
放到,v,x
水瓶,n,obj
裡,f,x
。,w,x
,,
水瓶,n,obj
裡,f,x
的,u,x
水,n,obj
升高,v,x
了,y,x
，,w,x
烏鴉,n,per
就,d,x
喝,v,x
到,v,x
水,n,obj
了,y,x
。,w,x
,,
有,vyou,x
一,m,x
天,q,x
，,w,x
爸爸,n,per
對,p,x
我們,r,per
,,
說,v,x
：,w,x
「,w,x
種,v,x
樹,n,obj
很重要,a,x
，,w,x
我們,r,per
一起,d,x
來,v,x
種樹,v,x
吧,y,x
！,w,x
」,w,x
,,
爸爸,n,per
種,v,x
的,u,x
是,vshi,x
松樹,n,obj
，,w,x
他,r,per
說,v,x
松樹,n,obj
不怕,v,x
風雨,n,obj
，,w,x
活,v,x
得,u,x
長,a,x
。,w,x
,,
我,r,per
種,v,x
了,y,x
山茶花,n,obj
，,w,x
山茶花,n,obj
很好看,a,x
。,w,x
,,
弟弟,n,per
要,v,x
種,v,x
香蕉,n,obj
，,w,x
他,r,per
說,v,x
香蕉,n,obj
最好吃,a,x
。,w,x
,,
媽媽,n,per
說,v,x
：,w,x
「,w,x
你們,r,per
種,v,x
樹,n,x
，,w,x
我,r,per
來,v,x
澆水,v,x
。,w,x
樹,n,obj
很快,d,x
就,d,x
會,v,x
長,v,x
得,u,x
高又大,a,x
。,w,x
」,w,x
,,
有,vyou,x
一,m,x
隻,q,x
小烏鴉,n,per
找到,v,x
一,m,x
塊,q,x
肉,n,obj
，,w,x
他,r,per
叼,v,x
著,v,x
這塊,r,x
肉,n,obj
，,w,x
飛,v,x
到,v,x
一,m,x
棵,q,x
大樹,n,obj
上,f,x
，,w,x
小烏鴉,n,per
正要,d,x
吃,v,x
這塊,r,x
肉,n,obj
時,n,x
，,w,x
被,p,x
樹,v,x
下,v,x
的,u,x
狐狸,n,per
看到,v,x
了,y,x
。,w,x
,,
狐狸,n,per
也,d,x
想,v,x
吃,v,x
那,r,x
塊,q,x
肉,n,obj
，,w,x
就,d,x
對,p,x
烏鴉,n,per
說,v,x
：,w,x
「,w,x
烏鴉姑娘,n,per
，,w,x
聽說,v,x
你,r,per
的,u,x
歌聲,n,obj
很好聽,a,x
，,w,x
你,r,per
可以,v,x
唱歌,v,x
給,p,x
我,r,per
聽,v,x
嗎,y,x
？,w,x
」,w,x
,,
烏鴉,n,per
聽到,v,x
狐狸,n,per
說,v,x
他,r,per
的,u,x
歌聲,n,obj
很好聽,a,x
，,w,x
心裡,s,place
很高興,a,x
,,
，,w,x
就,d,x
開口,v,x
唱歌,v,x
，,w,x
想不到,v,x
一,d,x
開口,v,x
，,w,x
口裡,s,place
叼,v,x
著,v,x
的,u,x
肉,n,obj
就,d,x
掉,v,x
到,v,x
樹,n,obj
下,v,x
了,y,x
，,w,x
聰明的,a,x
狐狸,n,per
高興的,a,x
叼著肉,n,obj
走,v,x
了,y,x
。,w,x
,,
我,r,per
是,vshi,x
一,m,x
隻,q,x
小蝸牛,n,per
，,w,x
,,
我,r,per
有,vyou,x
一個,m,x
可愛的,a,x
家,n,obj
。,w,x
,,
我,r,per
的,u,x
家,n,obj
小小的,z,x
，,w,x
只,d,x
有,vyou,x
一個,m,x
房間,n,obj
。,w,x
,,
想,v,x
請,v,x
你,r,per
進來,v,x
坐,v,x
坐,v,x
，,w,x
可是,c,x
沒,v,x
地方,n,obj
。,w,x
,,
我,r,per
每天,r,x
辛苦,a,x
的,u,x
背,n,x
著,v,x
小房子,n,x
走路,v,x
，,w,x
,,
我,r,per
背,v,x
著,v,x
小房子,n,x
爬,v,x
樹,n,obj
，,w,x
,,
我,r,per
背,v,x
著,v,x
小房子,n,x
找,v,x
食obj,n,obj
。,w,x
,,
下雨,v,x
了,y,x
，,w,x
我,r,per
也,d,x
躲,v,x
在,p,x
我,r,per
的,u,x
小房子,n,obj
裡,f,x
，,w,x
,,
我,r,per
一直,d,x
和,p,x
我,r,per
的,u,x
小房子,n,x
在,p,x
一起,s,x
。,w,x
,,
我,r,per
天天,q,x
背,v,x
著,v,x
我,r,per
的,u,x
家,n,obj
，,w,x
我,r,per
愛,v,x
我,r,per
的,u,x
家,n,obj
。,w,x
,,
橋,n,obj
的,u,x
這,r,x
一,m,x
頭,q,x
，,w,x
有,vyou,x
一,m,x
隻,q,x
白狗,n,obj
。,w,x
,,
橋,n,per
的,u,x
那,r,x
一,m,x
頭,q,x
，,w,x
有,vyou,x
一,m,x
隻,q,x
黑狗,n,obj
。,w,x
,,
白狗,n,per
要,v,x
過,v,x
橋,n,x
，,w,x
黑狗,n,per
也,d,x
要,v,x
過橋,ns,place
。,w,x
,,
誰,r,per
都,d,x
不,d,x
讓,v,x
誰,r,per
，,w,x
誰,r,per
也,d,x
不,d,x
肯,v,x
退後,v,x
。,w,x
,,
兩,m,x
隻,q,x
狗,n,per
打,v,x
起來,v,x
，,w,x
都,d,x
掉,v,x
到,v,x
河裡,s,place
去,v,x
了,y,x
。,w,x
,,
橋,n,obj
的,u,x
東邊,f,x
，,w,x
有,vyou,x
一,m,x
隻,q,x
白羊,n,obj
。,w,x
,,
橋,n,obj
的,u,x
西邊,f,x
，,w,x
有,vyou,x
一,m,x
隻,q,x
黑羊,n,obj
。,w,x
,,
白羊,n,per
要,v,x
過,v,x
橋,n,obj
，,w,x
黑羊,n,per
也,d,x
要,v,x
過橋,ns,place
。,w,x
,,
兩,m,x
隻,q,x
羊,n,per
走,v,x
到,v,x
橋,n,obj
中間,f,x
，,w,x
白羊,n,per
退,v,x
回去,v,x
，,w,x
讓,v,x
黑羊,n,per
先,d,x
過,v,x
橋,n,obj
。,w,x
,,
白羊,n,per
等,u,x
黑羊,n,per
過,v,x
了,y,x
橋,n,obj
，,w,x
再,d,x
走,v,x
過去,v,x
，,w,x
兩,m,x
隻,q,x
羊,n,per
都,d,x
過,v,x
橋,n,obj
了,y,x
。,w,x
,,
放假,v,x
了,y,x
，,w,x
我們,r,per
全家,n,per
去,v,x
曼谷,ns,place
玩,v,x
，,w,x
在,p,x
曼谷,ns,place
的,u,x
叔叔,n,per
開車,v,x
來,v,x
接,v,x
我們,r,per
。,w,x
,,
我,r,per
看到,v,x
路上,s,place
有,vyou,x
一,m,x
種,q,x
車,n,obj
，,w,x
只,d,x
有,vyou,x
三,m,x
個,q,x
輪子,n,obj
。,w,x
我,r,per
好奇的,a,x
問,v,x
叔叔,n,per
：,w,x
「,w,x
那,r,x
是,vshi,x
什麼,r,x
車,n,obj
？,w,x
」,w,x
,,
叔叔,nr,per
說,v,x
：,w,x
「,w,x
那,r,x
是,vshi,x
嘟嘟車,n,obj
。,w,x
」,w,x
,,
我,r,per
又,d,x
問,v,x
：,w,x
「,w,x
誰,r,x
可以,v,x
坐,v,x
嘟嘟車,n,obj
啊,y,x
？,w,x
」,w,x
,,
叔叔,n,per
笑,v,x
著,v,x
說,v,x
：,w,x
「,w,x
如果,c,x
我,r,per
沒,d,x
開車,v,x
來,v,x
接,v,x
你們,r,per
，,w,x
你們,r,per
就,d,x
可以,v,x
坐,v,x
嘟嘟車,n,obj
來,v,x
我家,n,obj
了,y,x
。,w,x
」,w,x
,,
妹妹,n,per
高興的,a,x
說,v,x
：,w,x
「,w,x
以後,f,x
叔叔,n,per
你,r,per
不要,d,x
來,v,x
接,v,x
我們,r,per
，,w,x
我們,r,per
就,d,x
可以,v,x
坐,v,x
嘟嘟車,n,obj
了,y,x
。,w,x
」,w,x
